dataset,tipo,Coleta,Dia,Vaso,Classe,Tempo,linha_global,sensor,valor,delta_abs
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,240.8,2863,Pres.,88.8,1.269999999999996
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,122.55,82025,Pres.,90.61,1.269999999999996
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,300.32,12777,Pres.,90.9,1.259999999999991
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,328.63,66400,Pres.,81.15,1.25
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,309.74,75296,Pres.,87.05,1.25
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,300.5,58123,Pres.,90.46,1.240000000000009
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,300.4,10313,Pres.,90.47,1.2199999999999989
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,301.26,71045,Pres.,87.85,1.2199999999999989
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,135.91,82067,Pres.,68.88,1.2099999999999937
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,137.89,82073,Pres.,75.94,1.2099999999999937
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,300.67,68854,Pres.,90.13,1.2000000000000028
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,308.77,68886,Pres.,87.65,1.2000000000000028
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,300.08,15312,Pres.,92.5,1.1899999999999977
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,120.82,17334,Pres.,91.36,1.1899999999999977
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,300.48,55851,Pres.,90.59,1.1899999999999977
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,136.07,72961,Pres.,87.25,1.1899999999999977
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,139.63,82078,Pres.,81.45,1.1899999999999977
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,107.32,78191,Pres.,82.54,1.1800000000000068
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,300.54,75262,Pres.,90.81,1.1799999999999926
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 7,11.0,7.0,0,240.51,2862,Pres.,90.07,1.1700000000000017
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,300.03,5197,Pres.,92.53,1.1700000000000017
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,133.62,17388,Pres.,93.12,1.1700000000000017
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,84.56,30497,Pres.,82.67,1.1700000000000017
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,106.22,78187,Pres.,78.27,1.1700000000000017
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 5,19.0,5.0,1,137.52,82072,Pres.,74.73,1.1600000000000108
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,300.51,5199,Pres.,90.11,1.1400000000000006
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,739.49,14512,Pres.,92.44,1.1299999999999955
antes_dia_20,mudanca_abrupta,dia 12 - Soja Saudavel Vaso 2,12.0,2.0,1,329.19,66402,Pres.,83.72,1.1299999999999955
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,300.12,68852,Pres.,92.43,1.1299999999999955
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,300.55,15314,Pres.,90.06,1.1200000000000045
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,309.98,75297,Pres.,88.17,1.1200000000000045
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 2,11.0,2.0,1,302.05,55857,Pres.,85.04,1.1199999999999903
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 9,12.0,9.0,0,300.57,12778,Pres.,89.79,1.1099999999999994
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,300.81,61114,Pres.,89.72,1.1099999999999994
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,300.37,68853,Pres.,91.33,1.1000000000000085
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,120.42,72902,Pres.,90.83,1.1000000000000085
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,106.48,78188,Pres.,79.37,1.1000000000000085
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,300.49,7717,Pres.,90.09,1.0999999999999943
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,120.36,50541,Pres.,91.8,1.0900000000000034
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,310.54,75299,Pres.,90.25,1.0900000000000034
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,300.64,10314,Pres.,89.39,1.0799999999999983
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 8,12.0,8.0,0,300.9,10315,Pres.,88.31,1.0799999999999983
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 1,12.0,1.0,0,300.81,15315,Pres.,88.98,1.0799999999999983
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,300.76,58124,Pres.,89.38,1.0799999999999983
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,300.24,75261,Pres.,91.99,1.0799999999999983
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,120.41,46602,Pres.,91.66,1.0700000000000074
antes_dia_20,mudanca_abrupta,dia 11 - Soja Heterodera Vaso 6,11.0,6.0,0,300.75,673,Pres.,89.13,1.0600000000000023
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,120.58,19067,Pres.,90.54,1.0499999999999972
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 3,11.0,3.0,1,301.01,58125,Pres.,88.35,1.0300000000000011
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,300.66,63697,Pres.,89.76,1.0300000000000011
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,106.74,78189,Pres.,80.38,1.009999999999991
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 6,18.0,6.0,0,120.58,17333,Pres.,92.55,1.0
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 4,11.0,4.0,1,301.06,61115,Pres.,88.73,0.9899999999999949
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,310.23,75298,Pres.,89.16,0.9899999999999949
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 2,19.0,2.0,1,107.0,78190,Pres.,81.36,0.980000000000004
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 6,12.0,6.0,0,304.37,5213,Pres.,80.43,0.9799999999999898
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,300.72,7718,Pres.,89.12,0.9699999999999989
antes_dia_20,mudanca_abrupta,dia 12 - Soja Heterodera Vaso 7,12.0,7.0,0,755.78,9503,Pres.,92.73,0.9699999999999989
antes_dia_20,mudanca_abrupta,dia 11 - Soja Saudavel Vaso 5,11.0,5.0,1,747.56,65492,Pres.,92.75,0.9599999999999937
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,127.78,27612,Pres.,86.96,0.9399999999999977
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,127.78,29125,Pres.,86.96,0.9399999999999977
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,120.57,50542,Pres.,90.87,0.9299999999999926
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,150.83,26184,Pres.,88.07,0.9199999999999875
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,150.52,26183,Pres.,87.15,0.8900000000000006
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,128.35,27614,Pres.,88.62,0.8700000000000045
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,128.35,29127,Pres.,88.62,0.8700000000000045
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 7,18.0,7.0,0,120.81,19068,Pres.,89.68,0.8599999999999994
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,151.13,26185,Pres.,88.91,0.8400000000000034
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,300.37,45308,Pres.,92.06,0.8400000000000034
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,89.66,30514,Pres.,87.57,0.8299999999999983
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,120.19,46601,Pres.,92.73,0.8100000000000023
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,317.62,45401,Pres.,93.08,0.7999999999999972
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 2,18.0,2.0,1,120.61,46603,Pres.,90.86,0.7999999999999972
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,128.04,27613,Pres.,87.75,0.7900000000000063
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,128.04,29126,Pres.,87.75,0.7900000000000063
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,128.65,27615,Pres.,89.4,0.7800000000000011
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,128.65,29128,Pres.,89.4,0.7800000000000011
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,121.88,26080,Pres.,92.85,0.7700000000000102
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 5,18.0,5.0,1,120.78,50543,Pres.,90.1,0.7700000000000102
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,150.21,26182,Pres.,86.26,0.7600000000000051
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,80.9,80729,Pres.,91.0,0.7600000000000051
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,89.93,30515,Pres.,88.32,0.75
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,149.11,26178,Pres.,84.01,0.7400000000000091
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,126.43,27607,Pres.,83.94,0.730000000000004
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,126.43,29120,Pres.,83.94,0.730000000000004
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,88.37,30510,Pres.,85.34,0.730000000000004
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,148.85,26177,Pres.,83.27,0.7299999999999898
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,90.19,30516,Pres.,89.02,0.7000000000000028
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 7,19.0,7.0,0,151.39,26186,Pres.,89.59,0.6800000000000068
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,90.47,30517,Pres.,89.7,0.6800000000000068
antes_dia_20,mudanca_abrupta,dia 18 - Soja Saudavel Vaso 1,18.0,1.0,1,300.55,45309,Pres.,91.38,0.6800000000000068
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,87.22,30506,Pres.,82.81,0.6700000000000017
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 1,19.0,1.0,0,86.96,30505,Pres.,82.14,0.6700000000000017
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,127.48,27611,Pres.,86.02,0.6400000000000006
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,128.91,27616,Pres.,90.04,0.6400000000000006
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,127.48,29124,Pres.,86.02,0.6400000000000006
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,128.91,29129,Pres.,90.04,0.6400000000000006
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,81.23,80730,Pres.,91.61,0.6099999999999994
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 8,19.0,8.0,0,126.68,27608,Pres.,84.54,0.6000000000000085
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 9,19.0,9.0,0,126.68,29121,Pres.,84.54,0.6000000000000085
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,81.54,80731,Pres.,92.1,0.4899999999999949
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,81.89,80732,Pres.,92.54,0.44000000000001194
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,82.24,80733,Pres.,92.91,0.36999999999999034
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,80.61,79461,Pres.,92.99,0.3199999999999932
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 4,19.0,4.0,1,82.58,80734,Pres.,93.17,0.2600000000000051
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,80.92,79462,Pres.,93.21,0.21999999999999886
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,81.25,79463,Pres.,93.39,0.18000000000000682
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,81.58,79464,Pres.,93.51,0.12000000000000455
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,81.85,79465,Pres.,93.57,0.05999999999998806
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,82.11,79466,Pres.,93.62,0.05000000000001137
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 3,19.0,3.0,1,82.63,79468,Pres.,93.67,0.030000000000001137
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,109.96,20807,Pres.,93.54,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,157.95,21008,Pres.,93.54,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,285.46,21541,Pres.,93.52,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,216.16,25281,Pres.,93.68,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,279.44,25507,Pres.,93.68,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,152.25,25052,Pres.,93.68,0.020000000000010232
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,282.42,22950,Pres.,93.53,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,317.84,24333,Pres.,93.47,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,90.87,24829,Pres.,93.65,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,110.66,24902,Pres.,93.65,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,95.74,24847,Pres.,93.65,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,91.75,24832,Pres.,93.67,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Heterodera Vaso 6,19.0,6.0,0,112.81,24910,Pres.,93.67,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,191.86,77221,Pres.,93.73,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,395.36,77898,Pres.,93.73,0.01999999999999602
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,70.59,20638,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,70.82,20639,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,71.98,20644,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,72.22,20645,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,74.37,20654,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,74.6,20655,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 8,18.0,8.0,0,80.33,20680,Pres.,93.52,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,67.63,22045,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,67.87,22046,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,68.08,22047,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,68.77,22050,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,69.0,22051,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,69.45,22053,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,69.67,22054,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,70.61,22058,Pres.,93.53,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 9,18.0,9.0,0,70.83,22059,Pres.,93.54,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,74.94,23377,Pres.,93.51,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,75.18,23378,Pres.,93.5,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,78.36,23391,Pres.,93.51,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,78.61,23392,Pres.,93.5,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,90.7,23440,Pres.,93.49,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,90.94,23441,Pres.,93.5,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,99.93,23478,Pres.,93.49,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,100.18,23479,Pres.,93.5,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 18 - Soja Heterodera Vaso 1,18.0,1.0,0,110.07,23519,Pres.,93.49,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,81.88,76852,Pres.,93.75,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,82.19,76853,Pres.,93.74,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,83.05,76856,Pres.,93.75,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,83.32,76857,Pres.,93.74,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,83.86,76859,Pres.,93.75,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,86.83,76869,Pres.,93.74,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,87.09,76870,Pres.,93.75,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 19 - Soja Saudavel Vaso 1,19.0,1.0,1,87.34,76871,Pres.,93.74,0.010000000000005116
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,733.39,72658,Soil,272.0,735.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,377.58,71330,Soil,365.0,634.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,641.69,76545,Soil,1092.0,628.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,360.62,75488,Soil,450.0,616.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,432.03,69348,Soil,340.0,613.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,716.4,76826,Soil,361.0,605.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,460.42,75862,Soil,375.0,600.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,587.21,76341,Soil,1129.0,585.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,667.15,76640,Soil,1155.0,580.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,667.4,76641,Soil,575.0,580.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,591.34,72134,Soil,469.0,578.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,233.56,70799,Soil,340.0,575.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,697.21,76753,Soil,432.0,573.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,641.93,76546,Soil,521.0,571.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,575.32,69889,Soil,905.0,551.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,598.78,72159,Soil,484.0,544.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,547.58,69785,Soil,285.0,541.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,518.01,69674,Soil,847.0,528.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 5,13.0,5.0,1,719.69,76839,Soil,384.0,528.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,625.69,70076,Soil,239.0,521.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,473.03,71691,Soil,456.0,518.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,126.43,68200,Soil,311.0,513.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,382.12,71348,Soil,379.0,505.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,552.41,69801,Soil,801.0,504.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,553.93,69807,Soil,284.0,503.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,215.19,70730,Soil,921.0,503.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,559.5,69829,Soil,322.0,501.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 1,13.0,1.0,1,569.47,69866,Soil,339.0,500.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,734.67,72663,Soil,444.0,499.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 3,13.0,3.0,1,746.95,72709,Soil,494.0,498.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,133.16,72950,Soil,941.0,306.0
antes_dia_20,mudanca_abrupta,dia 13 - Soja Saudavel Vaso 4,13.0,4.0,1,136.56,72963,Soil,644.0,271.0
